code,name,registered,voters,blanks,nulls,boycotts,PPD/PSD,PS,CDS-PP,PCP-PEV,B.E.,MEP,PCTP/MRPP,PPM,MPT,MMS,P.N.R.,P.H.,POUS,PPD/PSD.CDS-PP,L,PND,PTP,PAN,MAS,PPV,PNR,PDA
170500,Mondim de Basto,9200,2807,45,27,0,1273,677,443,138,119,28,21,10,8,6,6,3,3,0,0,0,0,0,0,0,0,0
182300,Viseu,93744,34098,1628,680,0,14564,7282,3447,1229,3811,491,266,123,150,165,106,123,33,0,0,0,0,0,0,0,0,0
11200,Murtosa,10342,2795,123,51,0,1557,379,219,125,191,39,28,11,16,31,3,20,2,0,0,0,0,0,0,0,0,0
70500,Évora,48163,18563,762,359,0,4030,4611,1239,3954,2624,241,314,53,103,104,63,85,21,0,0,0,0,0,0,0,0,0
21300,Serpa,14702,5449,166,108,0,622,1178,162,2609,376,26,111,18,18,14,21,19,1,0,0,0,0,0,0,0,0,0
141600,Santarém,54173,20749,1159,482,0,6042,5513,1764,2214,2388,397,249,80,120,145,85,89,22,0,0,0,0,0,0,0,0,0
40600,Miranda do Douro,8770,2535,112,64,0,1194,733,156,55,136,11,17,9,11,22,7,4,4,0,0,0,0,0,0,0,0,0
181000,Oliveira de Frades,9557,3621,204,77,0,1748,742,350,153,201,44,35,10,21,13,5,11,7,0,0,0,0,0,0,0,0,0
40100,Alfândega da Fé,6293,2666,72,41,0,1194,937,160,89,99,18,15,11,9,9,7,4,1,0,0,0,0,0,0,0,0,0
40000,Bragança,162529,49562,1424,986,0,23094,12114,4803,2087,3285,412,426,186,248,175,117,137,68,0,0,0,0,0,0,0,0,0
50300,Covilhã,52546,19184,926,439,0,4321,6513,1262,2484,2301,221,286,70,100,98,52,75,36,0,0,0,0,0,0,0,0,0
460100,Lajes do Pico,4590,1293,77,13,0,553,488,63,23,49,4,4,4,7,3,1,4,0,0,0,0,0,0,0,0,0,0
180500,Lamego,27304,9334,226,183,0,3824,2119,1193,633,747,135,102,34,33,33,24,41,7,0,0,0,0,0,0,0,0,0
420100,Lagoa (R.A.A),12641,2039,110,30,0,716,757,148,61,140,13,18,6,28,4,0,5,3,0,0,0,0,0,0,0,0,0
10900,Santa Maria da Feira,123004,47416,2368,892,0,16337,14025,3878,2530,4782,478,674,201,227,613,90,248,73,0,0,0,0,0,0,0,0,0
182200,Vila Nova de Paiva,6938,1823,67,40,0,864,357,246,77,129,9,10,4,8,3,4,4,1,0,0,0,0,0,0,0,0,0
10700,Espinho,31963,14611,772,393,0,4547,3882,1174,1648,1473,135,217,58,55,133,35,76,13,0,0,0,0,0,0,0,0,0
60300,Coimbra,128516,51007,2916,779,0,14396,13689,3502,5663,7529,946,529,166,245,310,99,190,48,0,0,0,0,0,0,0,0,0
120300,Avis,4159,2182,60,44,0,266,396,71,1129,144,7,32,12,6,6,4,4,1,0,0,0,0,0,0,0,0,0
20300,Alvito,2147,795,20,11,0,145,192,48,266,73,9,20,5,1,0,2,2,1,0,0,0,0,0,0,0,0,0
310700,Ribeira Brava,14257,5853,112,152,0,3826,530,475,199,203,24,63,34,121,10,16,73,15,0,0,0,0,0,0,0,0,0
160600,Ponte da Barca,14684,4657,125,72,0,2255,1473,233,142,248,33,22,11,16,9,3,12,3,0,0,0,0,0,0,0,0,0
101300,Pedrógão Grande,3965,1519,84,45,0,851,268,81,47,80,11,11,9,6,9,9,3,5,0,0,0,0,0,0,0,0,0
150200,Alcochete,12303,4723,299,91,0,747,1148,369,1153,623,83,65,23,31,28,32,25,6,0,0,0,0,0,0,0,0,0
11700,Sever do Vouga,12328,4952,307,112,0,2423,819,609,172,304,46,38,21,18,57,7,17,2,0,0,0,0,0,0,0,0,0
141100,Ferreira do Zêzere,8429,3382,167,115,0,1530,795,275,114,218,27,33,17,34,15,14,20,8,0,0,0,0,0,0,0,0,0
30800,Guimarães,143233,59849,2302,799,0,16584,20014,5856,6080,5490,653,893,232,244,321,101,172,108,0,0,0,0,0,0,0,0,0
10600,Castelo de Paiva,15120,4716,164,107,0,2043,1465,252,163,330,37,53,17,26,28,9,17,5,0,0,0,0,0,0,0,0,0
180000,Viseu,391590,128778,5688,2630,0,55769,31229,13091,5234,10188,1364,1074,449,632,487,313,463,167,0,0,0,0,0,0,0,0,0
140200,Alcanena,13243,5345,280,119,0,1593,1392,488,572,571,84,87,25,36,37,13,34,14,0,0,0,0,0,0,0,0,0
181600,São Pedro do Sul,18164,6366,336,136,0,2664,1725,512,315,426,65,62,21,33,21,18,24,8,0,0,0,0,0,0,0,0,0
20600,Castro Verde,6713,2502,60,34,0,245,652,80,982,303,15,70,11,12,11,7,6,14,0,0,0,0,0,0,0,0,0
70900,Portel,6067,2488,78,33,0,166,826,57,1047,172,14,55,6,9,10,7,7,1,0,0,0,0,0,0,0,0,0
140700,Chamusca,9648,3462,151,96,0,617,1007,237,790,338,30,88,15,19,19,25,23,7,0,0,0,0,0,0,0,0,0
181400,Santa Comba Dão,12055,4259,223,93,0,1864,1203,269,118,373,25,24,10,15,12,14,11,5,0,0,0,0,0,0,0,0,0
90600,Gouveia,16284,5801,254,145,0,2250,1679,403,417,453,45,85,16,20,13,9,9,3,0,0,0,0,0,0,0,0,0
130400,Gondomar,141012,57560,3061,1309,0,15763,17212,3749,6858,6808,687,831,188,278,295,150,300,71,0,0,0,0,0,0,0,0,0
91100,Sabugal,16763,4923,209,133,0,2065,1248,387,214,303,108,58,30,102,30,13,17,6,0,0,0,0,0,0,0,0,0
140300,Almeirim,19837,6593,339,138,0,1381,2040,486,987,815,85,128,33,49,39,31,29,13,0,0,0,0,0,0,0,0,0
170600,Montalegre,16611,4977,102,57,0,2208,2007,202,116,186,27,16,16,6,5,5,14,10,0,0,0,0,0,0,0,0,0
90000,Guarda,181291,63258,2524,1561,0,25783,17032,5251,3222,5001,690,685,258,500,276,154,224,97,0,0,0,0,0,0,0,0,0
10500,Aveiro,67588,25925,1677,476,0,8910,5045,3362,1470,3369,669,233,104,138,277,74,94,27,0,0,0,0,0,0,0,0,0
100700,Castanheira de Pêra,3311,1186,77,41,0,346,467,44,61,100,9,22,5,4,5,1,4,0,0,0,0,0,0,0,0,0,0
71400,Vila Viçosa,7613,2590,103,45,0,561,645,155,658,286,26,67,7,8,10,6,11,2,0,0,0,0,0,0,0,0,0
180400,Cinfães,19575,4953,137,98,0,1891,1730,425,194,276,38,50,16,26,32,7,21,12,0,0,0,0,0,0,0,0,0
20100,Aljustrel,9316,3923,130,55,0,237,1019,99,1910,312,21,86,13,12,10,7,8,4,0,0,0,0,0,0,0,0,0
21100,Odemira,22491,8452,372,234,0,1207,2371,381,2355,877,96,306,52,72,28,22,59,20,0,0,0,0,0,0,0,0,0
70400,Estremoz,13355,4849,189,84,0,1256,1399,302,931,423,50,113,21,19,24,17,15,6,0,0,0,0,0,0,0,0,0
60900,Miranda do Corvo,11273,3999,290,102,0,1241,1349,204,259,385,39,49,8,21,15,7,23,7,0,0,0,0,0,0,0,0,0
60400,Condeixa-a-Nova,12662,4721,306,81,0,1190,1493,254,460,716,61,54,25,29,19,10,17,6,0,0,0,0,0,0,0,0,0
111400,Vila Franca de Xira,105659,42332,2118,904,0,7133,11702,2583,9452,5863,597,646,176,302,302,274,237,43,0,0,0,0,0,0,0,0,0
150600,Moita,59665,22443,847,447,0,2379,4647,1117,7924,3765,233,445,72,150,119,141,125,32,0,0,0,0,0,0,0,0,0
11900,Vale de Cambra,23215,9495,473,279,0,3398,1993,1513,396,823,111,101,36,48,236,16,56,16,0,0,0,0,0,0,0,0,0
11000,Ílhavo,34372,10579,658,163,0,4057,2063,1171,589,1249,206,111,46,67,112,32,44,11,0,0,0,0,0,0,0,0,0
10300,Anadia,29570,10391,656,196,0,4676,1983,1125,480,840,117,90,30,51,79,17,35,16,0,0,0,0,0,0,0,0,0
81600,Vila Real de Santo António,16337,4695,174,91,0,1228,1129,241,869,706,49,78,24,27,32,14,25,8,0,0,0,0,0,0,0,0,0
111300,Torres Vedras,64491,24299,1329,581,0,7338,6559,1775,2598,2568,510,317,111,181,134,106,148,44,0,0,0,0,0,0,0,0,0
161000,Vila Nova de Cerveira,9135,3320,148,49,0,1188,1186,241,128,246,33,31,16,18,10,4,15,7,0,0,0,0,0,0,0,0,0
40900,Torre de Moncorvo,10529,3434,101,58,0,1440,1094,304,136,174,33,27,11,21,12,9,8,6,0,0,0,0,0,0,0,0,0
181500,São João da Pesqueira,8299,2430,88,38,0,1040,608,213,119,197,23,34,12,18,4,12,18,6,0,0,0,0,0,0,0,0,0
50400,Fundão,30940,10064,462,240,0,3274,3140,674,657,1053,112,161,52,69,83,25,45,17,0,0,0,0,0,0,0,0,0
430200,Vila da Praia da Vitória,19414,4234,178,51,0,1693,1443,465,68,228,29,16,10,19,7,3,22,2,0,0,0,0,0,0,0,0,0
310600,Porto Moniz,3666,1772,47,53,0,1080,402,88,27,31,6,7,4,17,3,2,3,2,0,0,0,0,0,0,0,0,0
131400,Santo Tirso,65449,27284,1071,364,0,8288,10047,2071,1929,2381,304,357,84,97,101,54,95,41,0,0,0,0,0,0,0,0,0
140900,Coruche,18978,7003,262,122,0,1191,1796,426,2063,737,69,153,32,37,29,43,31,12,0,0,0,0,0,0,0,0,0
182100,Tondela,30702,10978,740,239,0,5198,2160,1061,422,789,88,95,30,39,45,31,27,14,0,0,0,0,0,0,0,0,0
460300,São Roque do Pico,3226,833,76,8,0,333,282,40,20,50,7,3,8,0,2,0,4,0,0,0,0,0,0,0,0,0,0
10200,Albergaria-a-Velha,22491,7569,432,156,0,2906,1515,1191,374,656,95,80,29,35,55,15,25,5,0,0,0,0,0,0,0,0,0
10100,Águeda,44612,14507,1003,245,0,5217,3677,1643,752,1259,234,141,49,67,122,30,50,18,0,0,0,0,0,0,0,0,0
121500,Sousel,4751,1994,71,42,0,569,532,108,466,120,13,41,5,4,3,9,7,4,0,0,0,0,0,0,0,0,0
160200,Caminha,16831,5973,301,127,0,2074,1738,347,469,654,51,81,23,31,16,20,30,11,0,0,0,0,0,0,0,0,0
480200,Santa Cruz das Flores,2036,525,28,3,0,136,174,115,30,26,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311000,São Vicente,7180,2758,47,82,0,1698,491,179,62,91,15,16,6,37,6,0,18,10,0,0,0,0,0,0,0,0,0
41100,Vimioso,7097,1839,36,36,0,1092,464,68,35,58,6,18,3,8,6,5,3,1,0,0,0,0,0,0,0,0,0
101100,Nazaré,14626,4054,277,101,0,1095,1130,260,387,595,55,55,12,23,20,11,23,10,0,0,0,0,0,0,0,0,0
20800,Ferreira do Alentejo,7899,3194,83,46,0,342,1148,112,1045,238,23,81,14,18,10,13,13,8,0,0,0,0,0,0,0,0,0
31100,Vieira do Minho,15745,5287,183,100,0,2432,1625,288,164,290,50,37,27,27,24,14,20,6,0,0,0,0,0,0,0,0,0
31200,Vila Nova de Famalicão,115818,49510,1860,678,0,14987,15222,8268,2878,3857,467,490,139,179,185,84,164,52,0,0,0,0,0,0,0,0,0
130600,Maia,104635,45818,2476,846,0,13956,13674,3533,3402,5674,672,510,169,237,238,112,253,66,0,0,0,0,0,0,0,0,0
30700,Fafe,51263,20422,881,303,0,6358,7858,1460,1291,1524,148,244,82,69,78,39,53,34,0,0,0,0,0,0,0,0,0
141900,Torres Novas,33156,13381,839,316,0,3449,3393,857,1623,2178,188,202,58,92,60,37,62,27,0,0,0,0,0,0,0,0,0
131100,Penafiel,61489,24674,823,558,0,9459,7870,1668,1556,1593,302,349,96,119,92,43,108,38,0,0,0,0,0,0,0,0,0
110800,Lourinhã,22619,8513,561,262,0,3247,1840,847,449,762,139,108,37,95,69,36,47,14,0,0,0,0,0,0,0,0,0
70700,Mora,5217,2086,78,39,0,343,388,66,914,149,20,59,7,10,3,3,3,4,0,0,0,0,0,0,0,0,0
50500,Idanha-a-Nova,10894,4243,130,108,0,1308,1719,258,278,230,24,66,24,12,39,20,17,10,0,0,0,0,0,0,0,0,0
60200,Cantanhede,37009,11809,813,239,0,5156,2648,936,494,1042,137,78,45,65,75,31,44,6,0,0,0,0,0,0,0,0,0
30500,Celorico de Basto,20423,7231,173,104,0,3691,1861,661,209,317,53,46,19,32,23,6,25,11,0,0,0,0,0,0,0,0,0
101200,Óbidos,10684,3503,242,84,0,1164,930,277,266,353,63,33,15,27,12,11,24,2,0,0,0,0,0,0,0,0,0
80300,Aljezur,4410,1590,96,56,0,263,472,81,281,187,30,43,14,26,14,9,14,4,0,0,0,0,0,0,0,0,0
30000,Braga,774691,315873,12474,4644,0,114251,90567,32130,21611,27067,3690,3404,1115,1351,1369,627,1143,430,0,0,0,0,0,0,0,0,0
50100,Belmonte,6724,2130,100,60,0,669,633,127,201,228,21,30,9,13,10,8,12,9,0,0,0,0,0,0,0,0,0
131800,Trofa,32850,13467,702,306,0,4902,3883,1348,757,981,136,158,50,51,77,25,73,18,0,0,0,0,0,0,0,0,0
110000,Lisboa,1878571,754077,35109,15437,0,195721,200759,64169,96461,95638,17383,8611,3155,5622,6201,4874,3953,984,0,0,0,0,0,0,0,0,0
320100,Porto Santo,5171,1877,90,57,0,1009,386,107,54,73,19,24,10,30,2,3,8,5,0,0,0,0,0,0,0,0,0
120100,Alter do Chão,3353,1357,48,35,0,338,371,102,285,102,19,30,5,3,8,3,4,4,0,0,0,0,0,0,0,0,0
150400,Barreiro,72887,30936,1157,634,0,3671,7593,1486,10471,4377,329,464,105,155,146,162,153,33,0,0,0,0,0,0,0,0,0
120000,Portalegre,109388,40061,1727,719,0,9596,12435,2483,7174,3848,384,781,173,188,188,148,161,56,0,0,0,0,0,0,0,0,0
81100,Portimão,42653,15365,833,319,0,3742,3990,1284,1430,2626,268,275,83,134,113,101,133,34,0,0,0,0,0,0,0,0,0
151300,Sines,11552,3910,222,61,0,625,983,171,985,616,41,92,18,33,14,24,16,9,0,0,0,0,0,0,0,0,0
70600,Montemor-o-Novo,15783,7259,263,102,0,979,1593,263,3172,543,51,153,19,37,17,32,28,7,0,0,0,0,0,0,0,0,0
90100,Aguiar da Beira,6973,2111,73,38,0,1200,355,256,35,84,11,10,5,11,16,7,8,2,0,0,0,0,0,0,0,0,0
110400,Cadaval,12886,4883,288,112,0,1628,1506,366,382,359,54,54,26,39,20,23,20,6,0,0,0,0,0,0,0,0,0
100000,Leiria,427417,152755,10797,4158,0,58554,31247,14287,9892,15677,2659,1425,553,1043,841,511,849,262,0,0,0,0,0,0,0,0,0
470100,Horta,13266,3317,222,22,0,1438,1017,140,239,146,17,18,13,15,13,3,14,0,0,0,0,0,0,0,0,0,0
140500,Benavente,21199,6783,363,151,0,1325,1549,567,1379,965,132,155,27,49,48,30,31,12,0,0,0,0,0,0,0,0,0
130000,Porto,1563262,627189,27071,11039,0,200487,192554,50059,51545,65410,8947,7104,2054,2883,2969,1380,2868,819,0,0,0,0,0,0,0,0,0
50700,Penamacor,6517,2211,66,62,0,749,755,210,105,140,20,35,13,12,24,2,7,11,0,0,0,0,0,0,0,0,0
141400,Rio Maior,18609,7015,463,204,0,2609,1619,708,391,635,106,75,40,48,48,24,40,5,0,0,0,0,0,0,0,0,0
80100,Albufeira,28424,8175,467,180,0,2523,1880,705,678,1186,115,146,30,79,61,53,61,11,0,0,0,0,0,0,0,0,0
11500,Ovar,48534,17689,1049,324,0,5389,4723,1235,1635,2249,204,330,57,97,210,44,82,61,0,0,0,0,0,0,0,0,0
170300,Chaves,48627,15539,560,268,0,7756,3749,1152,681,952,82,89,65,68,38,25,35,19,0,0,0,0,0,0,0,0,0
310500,Ponta do Sol,9760,3569,57,78,0,2382,409,254,91,118,23,29,19,60,10,8,24,7,0,0,0,0,0,0,0,0,0
70200,Arraiolos,6457,2982,73,54,0,356,604,103,1411,252,18,60,9,9,7,8,15,3,0,0,0,0,0,0,0,0,0
310800,Santa Cruz,34669,15324,487,469,0,7244,2183,1562,1051,1030,155,230,57,494,52,51,220,39,0,0,0,0,0,0,0,0,0
60500,Figueira da Foz,59667,19782,1474,436,0,5602,5348,1314,1762,2709,303,281,93,139,96,75,114,36,0,0,0,0,0,0,0,0,0
31400,Vizela,20172,7550,258,94,0,1675,3031,536,707,856,79,152,39,27,30,21,30,15,0,0,0,0,0,0,0,0,0
180900,Nelas,14254,4640,259,115,0,1761,1107,543,211,449,45,42,16,52,12,5,16,7,0,0,0,0,0,0,0,0,0
60600,Góis,4247,1710,82,42,0,622,634,77,79,100,15,19,9,11,6,3,10,1,0,0,0,0,0,0,0,0,0
450100,Calheta (R.A.A.),4009,991,31,8,0,542,281,67,17,25,4,2,3,1,0,4,4,2,0,0,0,0,0,0,0,0,0
141000,Entroncamento,16770,6882,434,208,0,1595,1594,587,675,1385,106,87,23,46,49,31,49,13,0,0,0,0,0,0,0,0,0
130800,Matosinhos,144128,60898,2777,1020,0,15460,21462,4282,5148,7904,1007,594,179,291,263,143,303,65,0,0,0,0,0,0,0,0,0
150300,Almada,148118,58436,2570,1343,0,10800,15043,3812,13083,8549,897,764,219,353,393,267,286,57,0,0,0,0,0,0,0,0,0
310200,Câmara de Lobos,32340,12118,194,330,0,7149,1112,848,688,452,70,132,93,848,31,45,95,31,0,0,0,0,0,0,0,0,0
120900,Gavião,4157,1876,77,36,0,330,808,87,270,156,15,57,7,8,8,4,10,3,0,0,0,0,0,0,0,0,0
181200,Penedono,3755,1172,48,29,0,492,311,111,56,77,12,10,5,8,3,3,3,4,0,0,0,0,0,0,0,0,0
60000,Coimbra,398989,143522,8853,2957,0,46668,40814,9229,11605,16683,2016,1499,538,785,724,335,629,187,0,0,0,0,0,0,0,0,0
100900,Leiria,111636,43506,3460,1264,0,16870,7796,5205,1709,4717,925,322,164,305,295,149,263,62,0,0,0,0,0,0,0,0,0
131600,Vila do Conde,66636,26646,1216,372,0,8286,9727,1936,1623,2437,303,274,71,105,86,45,127,38,0,0,0,0,0,0,0,0,0
30400,Cabeceiras de Basto,17655,6498,154,80,0,2466,2740,376,230,290,46,37,12,18,16,15,12,6,0,0,0,0,0,0,0,0,0
120200,Arronches,2897,1050,50,16,0,298,343,60,144,79,8,23,7,5,2,8,4,3,0,0,0,0,0,0,0,0,0
110900,Mafra,50907,20262,1341,581,0,6292,4931,1700,1523,2293,617,206,109,214,161,133,127,34,0,0,0,0,0,0,0,0,0
440100,Santa Cruz da Graciosa,4436,1240,43,13,0,582,518,22,15,39,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
71200,Vendas Novas,10582,4536,183,95,0,825,829,250,1701,420,43,108,12,24,18,8,16,4,0,0,0,0,0,0,0,0,0
160500,Paredes de Coura,10128,2776,112,32,0,990,951,168,145,238,34,40,12,14,9,14,13,4,0,0,0,0,0,0,0,0,0
170000,Vila Real,247048,79631,2368,1283,0,37728,20927,6397,3460,5042,550,627,288,313,209,116,224,99,0,0,0,0,0,0,0,0,0
111000,Oeiras,144319,61857,3166,1066,0,17729,15303,5994,6092,8336,1706,474,262,431,596,316,300,86,0,0,0,0,0,0,0,0,0
150900,Santiago do Cacém,26700,9948,503,174,0,1720,2306,531,2807,1291,88,260,50,72,35,45,58,8,0,0,0,0,0,0,0,0,0
81000,Olhão,35597,10349,575,183,0,2511,2424,851,1266,1751,153,240,58,109,71,40,85,32,0,0,0,0,0,0,0,0,0
100100,Alcobaça,49864,19025,1430,582,0,7317,4123,1634,1143,1726,407,183,71,129,91,61,103,25,0,0,0,0,0,0,0,0,0
110100,Alenquer,33339,13664,642,250,0,2895,4545,863,2269,1303,238,227,64,103,90,61,86,28,0,0,0,0,0,0,0,0,0
30600,Esposende,32746,11868,525,201,0,5224,2351,1555,597,828,165,119,46,97,38,27,67,28,0,0,0,0,0,0,0,0,0
181300,Resende,11966,3933,111,90,0,1527,1462,249,155,194,32,37,21,15,6,10,16,8,0,0,0,0,0,0,0,0,0
121000,Marvão,3382,1156,73,24,0,398,411,66,64,77,8,13,2,10,4,2,4,0,0,0,0,0,0,0,0,0,0
300000,Madeira,260223,104527,2521,2896,0,54909,15360,8715,6955,5683,748,1306,535,3039,299,340,984,237,0,0,0,0,0,0,0,0,0
20000,Beja,140386,51835,1729,964,0,7135,14343,2105,18061,4842,397,1223,193,238,182,140,194,89,0,0,0,0,0,0,0,0,0
11400,Oliveira do Bairro,20210,7029,380,135,0,3589,778,1220,243,405,91,50,24,26,52,16,14,6,0,0,0,0,0,0,0,0,0
130300,Felgueiras,50593,17232,519,265,0,6270,5528,1351,1109,1353,161,263,73,98,74,53,77,38,0,0,0,0,0,0,0,0,0
110700,Loures,165878,70037,3269,1720,0,14163,20326,4501,13346,8179,1189,1009,277,490,550,528,384,106,0,0,0,0,0,0,0,0,0
460200,Madalena,5372,1331,96,11,0,667,379,64,34,49,5,5,9,5,2,1,3,1,0,0,0,0,0,0,0,0,0
121300,Ponte de Sor,15598,5663,244,98,0,1062,1488,257,1554,603,56,149,34,31,32,20,25,10,0,0,0,0,0,0,0,0,0
182400,Vouzela,10804,3923,201,61,0,1786,899,380,158,306,40,38,8,13,16,6,8,3,0,0,0,0,0,0,0,0,0
60100,Arganil,11959,4870,249,119,0,2054,1491,238,216,296,75,42,18,27,13,3,25,4,0,0,0,0,0,0,0,0,0
100600,Caldas da Rainha,43970,15307,990,327,0,5565,3211,1529,938,1881,299,153,54,119,96,46,78,21,0,0,0,0,0,0,0,0,0
100300,Ansião,12901,5128,240,127,0,2764,1033,387,116,255,62,32,12,27,26,11,30,6,0,0,0,0,0,0,0,0,0
91200,Seia,26915,9909,466,256,0,3449,3223,692,666,771,83,117,37,56,28,15,34,16,0,0,0,0,0,0,0,0,0
110600,Lisboa,532343,223823,8580,3785,0,65834,57343,21035,24084,27734,6782,2152,893,1407,1762,1236,955,241,0,0,0,0,0,0,0,0,0
142100,Ourém,44502,16273,897,451,0,8250,2395,1945,480,1022,320,111,57,100,105,41,80,19,0,0,0,0,0,0,0,0,0
11300,Oliveira de Azeméis,61728,24078,1163,552,0,8893,6215,2748,1026,2021,269,294,80,98,502,49,120,48,0,0,0,0,0,0,0,0,0
151200,Setúbal,100610,36294,1674,634,0,7078,8447,3072,7204,5853,752,546,134,254,233,166,186,61,0,0,0,0,0,0,0,0,0
61400,Penela,5636,1971,110,56,0,936,492,94,75,126,25,17,9,9,7,3,11,1,0,0,0,0,0,0,0,0,0
