code,name,registered,voters,blanks,nulls,boycotts,PPD/PSD,PS,CDS-PP,PCP-PEV,B.E.,MEP,PCTP/MRPP,PPM,MPT,MMS,P.N.R.,P.H.,POUS,PPD/PSD.CDS-PP,L,PND,PTP,PAN,MAS,PPV,PNR,PDA
180700,Moimenta da Beira,12171,3398,125,69,0,1521,852,395,134,199,30,19,4,20,11,5,9,5,0,0,0,0,0,0,0,0,0
61000,Montemor-o-Velho,23150,7059,434,128,0,1992,2291,487,606,785,53,100,34,38,41,29,28,13,0,0,0,0,0,0,0,0,0
61100,Oliveira do Hospital,19956,7047,370,195,0,3137,1943,447,249,434,72,64,30,37,20,12,29,8,0,0,0,0,0,0,0,0,0
30100,Amares,19580,6945,271,104,0,3025,1586,786,346,537,70,77,24,36,25,19,27,12,0,0,0,0,0,0,0,0,0
131700,Vila Nova de Gaia,250711,104604,4913,1868,0,30369,32090,7913,10032,12202,1311,1322,332,507,755,247,571,172,0,0,0,0,0,0,0,0,0
170400,Mesão Frio,4742,1711,44,17,0,819,529,112,62,91,3,17,8,3,1,1,3,1,0,0,0,0,0,0,0,0,0
40500,Macedo de Cavaleiros,20101,5749,168,141,0,2741,1225,706,228,330,51,54,20,34,12,12,17,10,0,0,0,0,0,0,0,0,0
80000,Faro,355797,115773,6472,2469,0,31707,28965,8965,11981,17312,1650,2135,582,1068,721,676,826,244,0,0,0,0,0,0,0,0,0
400000,Açores,225552,48941,2522,581,0,19610,16081,3793,1578,3149,287,283,280,387,111,60,176,43,0,0,0,0,0,0,0,0,0
61700,Vila Nova de Poiares,6309,1992,151,80,0,807,476,115,108,174,17,21,8,14,8,4,8,1,0,0,0,0,0,0,0,0,0
150000,Setúbal,704926,267371,12221,5721,0,43994,64807,17058,68452,39342,3804,4463,988,1719,1587,1460,1401,354,0,0,0,0,0,0,0,0,0
410100,Vila do Porto,5257,1056,80,20,0,372,370,45,58,79,5,8,6,5,1,3,4,0,0,0,0,0,0,0,0,0,0
20400,Barrancos,1577,498,34,8,0,37,175,37,156,23,1,19,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0
180200,Carregal do Sal,10452,3235,175,71,0,1403,775,356,109,244,25,23,8,17,11,3,11,4,0,0,0,0,0,0,0,0,0
130100,Amarante,55689,17782,568,247,0,7012,6172,1056,804,1358,128,141,71,69,48,32,52,24,0,0,0,0,0,0,0,0,0
110300,Azambuja,17482,6751,327,195,0,1277,1998,411,1185,897,105,141,34,50,41,35,36,19,0,0,0,0,0,0,0,0,0
40200,Bragança,37919,10235,350,161,0,4642,2232,840,536,1077,91,99,39,42,57,32,28,9,0,0,0,0,0,0,0,0,0
171200,Valpaços,23901,6312,148,137,0,3802,1202,500,138,238,24,29,23,31,14,7,10,9,0,0,0,0,0,0,0,0,0
111500,Amadora,146486,57770,2393,1333,0,12698,16749,4323,9008,7682,917,739,222,440,461,417,317,71,0,0,0,0,0,0,0,0,0
70300,Borba,6669,2593,109,43,0,400,1027,102,527,264,18,50,6,12,14,9,8,4,0,0,0,0,0,0,0,0,0
170200,Boticas,8123,2999,50,54,0,2078,492,86,99,69,9,24,8,9,6,2,8,5,0,0,0,0,0,0,0,0,0
20500,Beja,31176,12101,426,198,0,1889,2938,619,3947,1526,112,224,32,44,60,38,35,13,0,0,0,0,0,0,0,0,0
141700,Sardoal,3709,1955,122,84,0,727,456,132,101,188,52,29,5,22,8,11,13,5,0,0,0,0,0,0,0,0,0
130900,Paços de Ferreira,44873,15575,650,224,0,6719,4301,1446,748,882,174,148,54,65,44,46,56,18,0,0,0,0,0,0,0,0,0
121400,Portalegre,22417,8280,449,154,0,2564,2418,595,725,994,98,92,27,34,47,38,31,14,0,0,0,0,0,0,0,0,0
40800,Mogadouro,12350,3620,123,85,0,1894,765,371,85,195,24,18,12,19,9,7,7,6,0,0,0,0,0,0,0,0,0
150700,Montijo,38069,12767,667,261,0,2611,3301,963,2392,1758,152,263,48,92,88,74,71,26,0,0,0,0,0,0,0,0,0
480100,Lajes das Flores,1300,501,46,12,0,245,108,27,26,21,3,4,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0
90900,Meda,6705,2432,67,64,0,1246,521,254,78,111,20,24,10,19,8,3,4,3,0,0,0,0,0,0,0,0,0
160700,Ponte de Lima,43632,17054,680,298,0,7541,2924,3231,688,1061,158,154,66,77,57,30,64,25,0,0,0,0,0,0,0,0,0
21400,Vidigueira,5388,2088,84,32,0,264,586,75,728,200,18,58,5,14,9,6,8,1,0,0,0,0,0,0,0,0,0
90300,Celorico da Beira,9335,3215,71,75,0,1354,849,289,111,343,25,29,15,24,10,9,6,5,0,0,0,0,0,0,0,0,0
101600,Porto de Mós,21745,8709,628,298,0,3447,1702,927,373,828,134,87,41,74,52,34,68,16,0,0,0,0,0,0,0,0,0
10400,Arouca,21816,8025,313,123,0,3705,1549,1046,261,464,59,60,27,40,329,10,29,10,0,0,0,0,0,0,0,0,0
182000,Tarouca,8347,2564,49,58,0,1105,638,331,142,150,18,17,9,15,17,6,6,3,0,0,0,0,0,0,0,0,0
170900,Ribeira de Pena,9162,2691,50,35,0,1397,758,227,67,79,15,15,9,11,7,4,10,7,0,0,0,0,0,0,0,0,0
171100,Santa Marta de Penaguião,9188,2810,89,52,0,1052,1028,168,129,206,25,24,12,5,10,4,6,0,0,0,0,0,0,0,0,0,0
141800,Tomar,39424,15429,970,508,0,4916,3654,1221,1181,2055,222,210,91,135,89,45,92,40,0,0,0,0,0,0,0,0,0
91300,Trancoso,11495,4025,140,72,0,2073,868,349,128,230,42,30,10,26,14,12,22,9,0,0,0,0,0,0,0,0,0
10000,Aveiro,653456,239152,13201,4736,0,89044,56791,25478,13572,23241,3202,2777,884,1148,3160,522,1046,350,0,0,0,0,0,0,0,0,0
80900,Monchique,5764,2611,176,84,0,793,676,151,252,279,33,71,13,33,14,8,20,8,0,0,0,0,0,0,0,0,0
51000,Vila de Rei,3206,1809,96,110,0,1045,170,170,56,82,12,20,10,9,10,6,10,3,0,0,0,0,0,0,0,0,0
70000,Évora,148715,58092,2159,1009,0,10571,15320,2963,17077,6086,562,1225,162,266,236,170,221,65,0,0,0,0,0,0,0,0,0
41200,Vinhais,12723,3405,76,67,0,1327,1207,295,120,172,38,24,15,29,9,2,9,15,0,0,0,0,0,0,0,0,0
181800,Sernancelhe,7016,2441,56,53,0,1355,494,279,49,89,15,12,5,10,5,4,9,6,0,0,0,0,0,0,0,0,0
140400,Alpiarça,6649,2807,131,53,0,280,609,123,1256,235,27,42,9,12,7,8,12,3,0,0,0,0,0,0,0,0,0
71000,Redondo,6349,2095,79,37,0,360,549,137,561,263,19,52,6,5,11,5,10,1,0,0,0,0,0,0,0,0,0
160000,Viana do Castelo,262210,85398,3822,1387,0,32750,21875,9038,5293,7908,840,830,321,420,252,212,317,133,0,0,0,0,0,0,0,0,0
150500,Grândola,12754,5175,185,82,0,805,1327,195,1761,551,41,134,16,21,14,18,18,7,0,0,0,0,0,0,0,0,0
90500,Fornos de Algodres,5641,2156,70,39,0,973,495,282,82,117,13,31,5,13,8,6,11,11,0,0,0,0,0,0,0,0,0
61300,Penacova,15467,5077,283,92,0,1975,1563,306,374,321,50,33,16,21,14,6,15,8,0,0,0,0,0,0,0,0,0
171300,Vila Pouca de Aguiar,19095,5768,183,70,0,2852,1483,471,270,244,49,64,16,22,9,9,16,10,0,0,0,0,0,0,0,0,0
131500,Valongo,76630,31169,1602,713,0,8587,10002,2136,2967,3620,384,445,93,180,154,65,176,45,0,0,0,0,0,0,0,0,0
141200,Golegã,5374,1972,62,46,0,397,536,192,384,223,25,47,9,13,12,9,12,5,0,0,0,0,0,0,0,0,0
142000,Vila Nova da Barquinha,6735,2843,151,55,0,578,872,209,428,380,24,49,22,17,21,11,18,8,0,0,0,0,0,0,0,0,0
50200,Castelo Branco,51517,20053,947,484,0,5930,6157,1517,1254,2488,202,257,126,148,343,90,83,27,0,0,0,0,0,0,0,0,0
101500,Pombal,55768,15582,1132,358,0,7473,2920,1223,503,1301,198,96,48,107,74,49,77,23,0,0,0,0,0,0,0,0,0
80700,Lagos,22482,7893,535,165,0,1695,2220,499,867,1292,133,186,49,87,56,35,56,18,0,0,0,0,0,0,0,0,0
310900,Santana,9634,3865,72,145,0,2436,534,238,97,131,20,37,17,69,10,5,43,11,0,0,0,0,0,0,0,0,0
50900,Sertã,15772,6278,296,246,0,3067,1353,508,154,399,48,47,14,45,54,12,25,10,0,0,0,0,0,0,0,0,0
61200,Pampilhosa da Serra,4824,1819,34,41,0,922,534,89,52,93,8,12,10,9,2,1,7,5,0,0,0,0,0,0,0,0,0
490100,Corvo,351,200,8,3,0,37,75,13,1,4,0,1,56,1,0,0,0,1,0,0,0,0,0,0,0,0,0
140800,Constância,3506,1521,89,37,0,241,515,107,266,184,20,19,7,7,11,4,11,3,0,0,0,0,0,0,0,0,0
20900,Mértola,7561,2968,92,71,0,220,907,83,1259,193,16,77,12,10,7,3,8,10,0,0,0,0,0,0,0,0,0
420200,Nordeste,5072,1702,69,35,0,780,571,94,28,70,4,14,4,15,5,2,8,3,0,0,0,0,0,0,0,0,0
181900,Tabuaço,6603,2166,35,47,0,949,479,377,67,125,10,22,17,18,3,4,10,3,0,0,0,0,0,0,0,0,0
100500,Bombarral,12583,4328,300,112,0,1330,969,510,457,408,74,50,23,36,17,15,22,5,0,0,0,0,0,0,0,0,0
71100,Reguengos de Monsaraz,9328,2970,120,54,0,559,1191,131,490,286,25,70,11,13,9,1,6,4,0,0,0,0,0,0,0,0,0
81500,Vila do Bispo,4205,1480,77,33,0,355,494,57,137,209,28,31,3,21,14,6,12,3,0,0,0,0,0,0,0,0,0
80400,Castro Marim,6021,1904,87,37,0,635,625,97,122,208,17,24,3,23,9,6,8,3,0,0,0,0,0,0,0,0,0
61600,Tábua,10947,4222,194,127,0,1703,1402,223,204,222,28,41,9,23,12,8,15,11,0,0,0,0,0,0,0,0,0
140100,Abrantes,37466,15211,942,354,0,3556,4658,1030,1628,2117,253,262,72,101,64,67,71,36,0,0,0,0,0,0,0,0,0
50600,Oleiros,6648,2732,162,88,0,1650,438,167,55,74,25,13,18,9,18,5,10,0,0,0,0,0,0,0,0,0,0
420500,Ribeira Grande,26780,4301,188,73,0,1578,1524,220,166,403,17,37,19,37,9,7,20,3,0,0,0,0,0,0,0,0,0
21000,Moura,14422,3625,114,39,0,495,1164,183,1181,282,23,90,10,11,9,11,8,5,0,0,0,0,0,0,0,0,0
30300,Braga,150394,64719,2867,956,0,20394,17627,5554,6028,8036,1192,695,235,285,345,147,284,74,0,0,0,0,0,0,0,0,0
101000,Marinha Grande,32667,11774,769,299,0,2089,3002,562,2528,1900,144,175,35,73,56,27,61,54,0,0,0,0,0,0,0,0,0
420300,Ponta Delgada,62963,11983,584,144,0,4880,3457,887,456,1034,86,89,69,185,34,20,43,15,0,0,0,0,0,0,0,0,0
30900,Póvoa de Lanhoso,24055,8625,255,109,0,3916,2772,603,284,435,66,66,25,29,15,18,18,14,0,0,0,0,0,0,0,0,0
120700,Elvas,20471,5635,255,89,0,1306,1942,560,498,632,82,105,34,51,31,25,22,3,0,0,0,0,0,0,0,0,0
100400,Batalha,13859,6007,399,259,0,2731,864,733,144,537,89,56,21,52,36,24,45,17,0,0,0,0,0,0,0,0,0
171400,Vila Real,50333,19136,680,296,0,8357,4484,1733,976,1937,170,172,64,87,59,32,68,21,0,0,0,0,0,0,0,0,0
140000,Santarém,408247,155867,8706,3957,0,44673,39410,12510,18559,18973,2415,2273,699,1060,902,623,825,282,0,0,0,0,0,0,0,0,0
80800,Loulé,54037,16147,855,391,0,5574,3702,1502,1069,2065,171,225,97,155,96,93,127,25,0,0,0,0,0,0,0,0,0
100800,Figueiró dos Vinhos,6674,2820,131,68,0,1467,679,172,83,134,20,17,12,9,13,6,7,2,0,0,0,0,0,0,0,0,0
40400,Freixo de Espada à Cinta,4032,1493,31,22,0,689,512,88,47,69,6,10,5,4,2,2,4,2,0,0,0,0,0,0,0,0,0
111200,Sobral de Monte Agraço,7708,2797,142,69,0,565,721,185,640,300,44,51,11,22,11,10,20,6,0,0,0,0,0,0,0,0,0
20700,Cuba,4178,1979,37,26,0,190,644,64,866,97,12,17,6,5,8,3,3,1,0,0,0,0,0,0,0,0,0
21200,Ourique,5214,1979,53,38,0,648,640,66,370,99,10,17,5,10,8,3,9,3,0,0,0,0,0,0,0,0,0
90700,Guarda,40521,14979,705,460,0,5003,4256,1303,771,1697,187,182,71,127,90,40,63,24,0,0,0,0,0,0,0,0,0
51100,Vila Velha de Ródão,3674,1646,59,24,0,492,723,54,116,112,5,15,7,7,21,6,4,1,0,0,0,0,0,0,0,0,0
180800,Mortágua,10827,3069,262,52,0,1095,964,233,108,254,17,21,9,11,8,7,25,3,0,0,0,0,0,0,0,0,0
120600,Crato,3646,1551,61,27,0,326,541,81,319,111,9,44,3,3,11,5,6,4,0,0,0,0,0,0,0,0,0
61500,Soure,19272,6541,468,155,0,1615,2453,346,527,664,79,65,23,44,26,17,41,18,0,0,0,0,0,0,0,0,0
80200,Alcoutim,3215,1095,30,21,0,435,353,62,100,46,8,21,1,4,1,10,1,2,0,0,0,0,0,0,0,0,0
91400,Vila Nova de Foz Côa,9154,3242,75,58,0,1458,975,221,140,179,30,26,13,27,11,6,17,6,0,0,0,0,0,0,0,0,0
90800,Manteigas,4030,1281,73,20,0,373,409,67,146,129,16,12,3,8,11,8,5,1,0,0,0,0,0,0,0,0,0
31300,Vila Verde,47462,18974,602,308,0,11531,2757,1602,603,985,142,140,56,84,54,27,59,24,0,0,0,0,0,0,0,0,0
11800,Vagos,21785,6808,310,155,0,3895,596,1046,144,365,96,47,25,21,72,13,20,3,0,0,0,0,0,0,0,0,0
91000,Pinhel,11821,3750,137,84,0,1790,756,363,228,246,27,35,20,23,14,14,10,3,0,0,0,0,0,0,0,0,0
100200,Alvaiázere,7632,2817,129,57,0,1829,352,208,61,90,31,14,6,9,9,13,5,4,0,0,0,0,0,0,0,0,0
130500,Lousada,37729,13208,387,215,0,4697,4715,921,847,910,97,172,56,53,37,33,51,17,0,0,0,0,0,0,0,0,0
40300,Carrazeda de Ansiães,8058,2909,79,70,0,1433,638,286,95,165,49,29,12,21,4,10,14,4,0,0,0,0,0,0,0,0,0
171000,Sabrosa,7540,2353,60,48,0,1023,743,167,117,103,15,27,6,12,11,6,14,1,0,0,0,0,0,0,0,0,0
160300,Melgaço,12382,2862,124,37,0,1113,1064,199,70,161,14,18,9,19,5,11,11,7,0,0,0,0,0,0,0,0,0
90200,Almeida,8949,3025,107,68,0,1342,718,259,134,222,67,30,17,26,13,8,10,4,0,0,0,0,0,0,0,0,0
70800,Mourão,2596,917,21,16,0,217,368,47,140,65,5,22,1,3,2,1,7,2,0,0,0,0,0,0,0,0,0
310100,Calheta (R.A.M.),13166,5495,104,136,0,3755,335,659,153,133,29,31,17,79,15,14,27,8,0,0,0,0,0,0,0,0,0
40700,Mirandela,26232,8808,198,189,0,4258,1552,1213,489,611,68,78,34,39,28,19,28,4,0,0,0,0,0,0,0,0,0
150800,Palmela,46697,16778,920,356,0,2737,3690,1204,4235,2492,256,346,66,135,110,107,97,27,0,0,0,0,0,0,0,0,0
110200,Arruda dos Vinhos,9400,3658,196,80,0,1017,1103,258,440,354,59,46,17,24,13,22,24,5,0,0,0,0,0,0,0,0,0
131000,Paredes,71092,28370,1168,721,0,11643,7341,2727,1681,1899,275,328,95,157,82,57,151,45,0,0,0,0,0,0,0,0,0
121100,Monforte,2994,1142,33,19,0,214,368,81,262,104,7,35,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0
310300,Funchal,108669,44537,1162,1217,0,20659,7061,3914,4233,3055,356,673,250,1122,148,173,420,94,0,0,0,0,0,0,0,0,0
50000,Castelo Branco,197304,74285,3440,1982,0,24381,22570,5252,5437,7321,736,960,348,446,733,245,305,129,0,0,0,0,0,0,0,0,0
450200,Velas,5198,1276,44,15,0,476,414,210,35,55,6,6,5,3,2,0,4,1,0,0,0,0,0,0,0,0,0
60700,Lousã,14707,5686,440,177,0,1597,1841,304,341,715,57,64,25,32,38,18,29,8,0,0,0,0,0,0,0,0,0
180300,Castro Daire,17088,4120,125,54,0,2019,1101,434,75,147,61,20,19,17,17,4,19,8,0,0,0,0,0,0,0,0,0
110500,Cascais,160848,60625,2923,928,0,18817,14176,6880,5369,7355,1625,521,263,503,580,356,270,59,0,0,0,0,0,0,0,0,0
430100,Angra do Heroísmo,32882,8610,489,77,0,3196,2837,959,221,602,60,30,47,30,22,11,24,5,0,0,0,0,0,0,0,0,0
111600,Odivelas,117635,47481,2211,1208,0,11296,13634,3399,6531,6158,685,613,216,358,375,416,312,69,0,0,0,0,0,0,0,0,0
151100,Sesimbra,37379,13614,702,370,0,2450,3285,976,2901,2060,225,218,46,102,89,70,100,20,0,0,0,0,0,0,0,0,0
181100,Penalva do Castelo,9288,2945,105,55,0,1348,759,267,135,163,24,33,20,8,8,5,8,7,0,0,0,0,0,0,0,0,0
120800,Fronteira,3278,1350,44,20,0,345,414,100,222,113,20,27,10,8,4,9,11,3,0,0,0,0,0,0,0,0,0
180600,Mangualde,21146,6755,265,131,0,2609,2221,583,298,436,53,48,24,27,19,15,19,7,0,0,0,0,0,0,0,0,0
11100,Mealhada,18883,5995,411,111,0,1703,2005,355,463,725,48,55,13,26,39,16,18,7,0,0,0,0,0,0,0,0,0
30200,Barcelos,107519,45223,2049,773,0,20314,10383,4346,2030,3486,529,388,168,210,204,96,202,45,0,0,0,0,0,0,0,0,0
90400,Figueira de Castelo Rodrigo,6705,2409,77,49,0,1207,680,126,72,116,16,16,6,18,10,4,8,4,0,0,0,0,0,0,0,0,0
121200,Nisa,7458,2952,123,55,0,811,953,148,482,237,19,57,15,9,19,8,12,4,0,0,0,0,0,0,0,0,0
141300,Mação,7610,4091,180,129,0,1719,1121,258,190,294,54,47,15,20,22,13,23,6,0,0,0,0,0,0,0,0,0
60800,Mira,13388,4210,239,108,0,1723,1167,293,136,372,51,30,10,21,22,9,23,6,0,0,0,0,0,0,0,0,0
170100,Alijó,14451,4814,143,95,0,1979,1577,354,205,280,41,43,23,28,18,8,13,7,0,0,0,0,0,0,0,0,0
11600,São João da Madeira,20368,8268,497,118,0,2451,2367,813,543,972,130,81,31,42,132,20,55,16,0,0,0,0,0,0,0,0,0
140600,Cartaxo,20737,7857,439,189,0,1694,2337,572,1031,1096,110,122,41,69,39,46,56,16,0,0,0,0,0,0,0,0,0
160800,Valença,14153,4231,189,64,0,1788,1093,374,241,323,28,45,13,28,15,9,16,5,0,0,0,0,0,0,0,0,0
20200,Almodôvar,7602,2282,58,64,0,594,729,96,387,243,15,47,9,9,7,4,14,6,0,0,0,0,0,0,0,0,0
101400,Peniche,25532,7490,509,136,0,2216,1801,535,1076,772,138,119,25,43,30,44,36,10,0,0,0,0,0,0,0,0,0
31000,Terras de Bouro,8626,3172,94,35,0,1654,740,239,164,136,30,20,11,14,11,13,10,1,0,0,0,0,0,0,0,0,0
70100,Alandroal,5551,2348,30,24,0,259,864,60,865,158,20,44,2,3,3,7,6,3,0,0,0,0,0,0,0,0,0
160400,Monção,22891,5692,228,65,0,2256,1647,610,179,503,51,44,26,30,19,13,14,7,0,0,0,0,0,0,0,0,0
170700,Murça,7899,2486,83,55,0,1171,636,255,73,134,22,20,11,4,7,1,11,3,0,0,0,0,0,0,0,0,0
130700,Marco de Canaveses,46040,14736,438,243,0,5820,4308,1565,814,976,157,170,38,69,47,26,47,18,0,0,0,0,0,0,0,0,0
41000,Vila Flor,8425,2869,78,52,0,1190,755,316,172,199,17,37,15,11,5,5,11,6,0,0,0,0,0,0,0,0,0
131200,Porto,235298,102460,3650,1427,0,33114,27366,9491,9979,12213,2556,838,333,411,457,200,338,87,0,0,0,0,0,0,0,0,0
50800,Proença-a-Nova,8866,3935,196,121,0,1876,969,305,77,214,46,30,5,22,33,19,17,5,0,0,0,0,0,0,0,0,0
10800,Estarreja,25527,8304,445,148,0,3348,1712,878,558,764,138,94,25,50,81,26,26,11,0,0,0,0,0,0,0,0,0
111100,Sintra,286571,105325,5623,2363,0,23792,28323,9049,13093,15495,2116,1307,437,963,1036,905,670,153,0,0,0,0,0,0,0,0,0
71300,Viana do Alentejo,4985,1816,71,24,0,260,426,51,706,181,12,58,2,11,4,3,4,3,0,0,0,0,0,0,0,0,0
141500,Salvaterra de Magos,18493,5313,266,100,0,983,1559,326,806,949,84,78,21,34,35,35,29,8,0,0,0,0,0,0,0,0,0
120400,Campo Maior,7658,2509,68,36,0,358,1004,103,611,249,8,49,2,2,6,6,5,2,0,0,0,0,0,0,0,0,0
120500,Castelo de Vide,3169,1364,71,24,0,411,446,64,143,127,15,27,6,10,4,3,12,1,0,0,0,0,0,0,0,0,0
80500,Faro,54142,18891,1114,330,0,5016,4570,1568,1982,3133,306,285,69,168,106,112,102,30,0,0,0,0,0,0,0,0,0
131300,Póvoa de Varzim,58717,19570,908,231,0,7898,4270,2552,1031,1909,260,154,48,75,101,39,79,15,0,0,0,0,0,0,0,0,0
310400,Machico,21711,7359,149,177,0,3671,1917,391,300,366,31,64,28,162,12,23,53,15,0,0,0,0,0,0,0,0,0
151000,Seixal,126037,47558,2325,1187,0,7877,11690,3013,11724,6943,659,733,167,297,298,336,249,60,0,0,0,0,0,0,0,0,0
170800,Peso da Régua,18176,5228,131,72,0,1961,1562,527,389,404,40,66,17,19,18,6,13,3,0,0,0,0,0,0,0,0,0
81300,Silves,29676,9711,554,239,0,2388,2286,606,1543,1389,125,210,58,82,53,87,72,19,0,0,0,0,0,0,0,0,0
81200,São Brás de Alportel,8724,2963,214,70,0,816,848,221,258,378,31,42,16,15,17,18,15,4,0,0,0,0,0,0,0,0,0
80600,Lagoa,17347,6024,294,113,0,1607,1427,542,606,961,84,130,33,59,30,57,53,28,0,0,0,0,0,0,0,0,0
181700,Sátão,14336,4115,161,118,0,1953,792,542,102,295,41,21,13,43,14,7,12,1,0,0,0,0,0,0,0,0,0
420400,Povoação,6500,1586,78,21,0,642,643,61,36,47,8,9,8,18,4,1,8,2,0,0,0,0,0,0,0,0,0
160900,Viana do Castelo,87816,31224,1637,522,0,9758,7880,3026,3025,4015,385,346,120,161,91,90,122,46,0,0,0,0,0,0,0,0,0
180100,Armamar,7199,2440,62,43,0,1189,449,295,175,111,23,33,11,15,9,8,12,5,0,0,0,0,0,0,0,0,0
150100,Alcácer do Sal,12155,4789,150,81,0,494,1347,149,1812,464,48,133,24,24,20,18,17,8,0,0,0,0,0,0,0,0,0
160100,Arcos de Valdevez,30558,7609,278,121,0,3787,1919,609,206,459,53,49,25,26,21,18,20,18,0,0,0,0,0,0,0,0,0
130200,Baião,19691,6136,142,110,0,2244,2586,314,260,310,33,50,24,21,18,10,11,3,0,0,0,0,0,0,0,0,0
81400,Tavira,22763,6880,391,157,0,2126,1869,498,521,896,99,128,31,46,34,27,42,15,0,0,0,0,0,0,0,0,0
